Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Total Spend,Last Interaction,Churn,Basic,Premium,Standard,Annual,Monthly,Quarterly
50,1,19,13,3,22,918,11,0,1,0,0,0,0,1
48,0,45,18,2,23,852,7,0,0,0,1,1,0,0
48,1,59,9,6,9,241,20,0,0,1,0,0,1,0
38,0,33,15,4,25,943,2,0,0,1,0,1,0,0
65,1,25,8,1,21,282,12,0,1,0,0,0,1,0
32,1,20,5,1,23,203,15,0,0,1,0,1,0,0
61,1,11,21,8,24,775,13,0,0,0,1,0,0,1
22,1,39,2,2,26,346,27,0,1,0,0,0,0,1
38,1,52,22,3,26,103,20,0,0,1,0,0,0,1
31,1,44,1,0,1,937,4,0,0,1,0,1,0,0
20,0,4,10,4,20,171,25,0,0,1,0,1,0,0
30,0,17,6,1,16,518,22,0,0,0,1,1,0,0
27,1,48,11,1,29,737,25,0,1,0,0,1,0,0
42,0,35,3,1,9,913,14,0,0,0,1,1,0,0
65,1,6,26,4,16,220,30,0,0,0,1,0,0,1
48,1,46,5,1,13,101,11,0,0,1,0,1,0,0
42,0,4,7,6,0,580,19,0,0,1,0,0,0,1
57,1,46,25,0,22,483,29,0,1,0,0,0,1,0
40,0,20,9,5,8,906,30,0,0,1,0,0,0,1
37,0,40,30,10,7,176,1,0,0,1,0,1,0,0
37,1,8,22,7,23,109,14,0,0,1,0,0,0,1
37,1,24,1,3,19,573,2,0,1,0,0,0,0,1
45,0,51,22,0,20,157,18,0,0,0,1,0,1,0
39,0,26,5,0,19,757,7,0,0,1,0,0,1,0
54,0,52,24,10,8,184,29,0,1,0,0,1,0,0
33,1,16,14,9,26,299,4,0,0,1,0,0,1,0
22,0,19,9,5,14,848,14,0,1,0,0,1,0,0
44,1,41,30,0,12,919,7,0,1,0,0,0,1,0
62,0,22,10,5,12,385,10,0,0,1,0,0,0,1
38,1,52,5,2,30,245,1,0,1,0,0,0,1,0
56,0,44,24,1,20,676,15,0,0,1,0,0,1,0
62,1,16,16,10,20,596,30,0,1,0,0,0,0,1
31,1,4,15,6,2,895,15,0,0,1,0,1,0,0
54,0,58,14,7,3,654,2,0,0,1,0,0,0,1
56,1,51,26,5,9,362,12,0,1,0,0,0,0,1
52,0,45,9,2,30,604,14,0,0,1,0,0,0,1
34,0,26,6,7,11,389,22,0,0,1,0,1,0,0
41,0,26,9,5,2,869,9,0,1,0,0,0,1,0
58,1,42,20,7,2,975,10,0,1,0,0,0,1,0
29,1,2,24,10,3,382,16,0,0,0,1,1,0,0
61,0,41,7,5,13,477,17,0,0,0,1,0,0,1
53,0,44,10,10,8,866,16,0,1,0,0,0,1,0
20,1,3,23,1,1,739,26,0,0,0,1,0,0,1
53,1,8,23,10,11,578,8,0,1,0,0,1,0,0
64,1,15,25,0,0,153,23,0,0,0,1,1,0,0
43,1,13,3,2,23,855,1,0,0,1,0,1,0,0
56,1,57,23,8,14,644,9,0,1,0,0,1,0,0
39,1,51,23,2,26,422,30,0,0,0,1,1,0,0
34,1,8,16,8,29,220,7,0,0,1,0,1,0,0
23,0,25,17,0,19,812,5,0,1,0,0,1,0,0
62,0,7,20,5,11,255,8,0,0,1,0,0,0,1
34,0,37,23,6,3,192,2,0,0,1,0,0,0,1
46,1,58,12,2,1,948,21,0,0,1,0,0,1,0
63,0,16,10,9,26,900,18,0,0,0,1,1,0,0
49,1,22,13,9,20,883,21,0,0,0,1,0,1,0
19,1,8,5,5,11,770,5,0,0,0,1,0,1,0
45,0,40,29,8,13,428,20,0,0,1,0,1,0,0
36,0,24,11,8,11,747,3,0,0,0,1,1,0,0
43,0,7,22,8,5,153,22,0,0,1,0,0,1,0
47,1,7,15,4,20,353,28,0,1,0,0,1,0,0
35,1,13,6,3,12,275,12,0,0,1,0,1,0,0
59,1,29,12,2,3,216,9,0,1,0,0,0,1,0
33,1,36,13,1,19,863,2,0,0,0,1,0,0,1
52,1,47,11,6,5,592,9,0,0,0,1,0,1,0
65,1,49,5,2,10,438,4,0,1,0,0,0,0,1
24,1,13,5,5,26,837,17,0,0,1,0,0,1,0
64,0,8,6,4,30,969,27,0,1,0,0,0,0,1
18,1,34,5,3,22,862,27,0,1,0,0,0,1,0
32,0,52,22,9,12,182,14,0,1,0,0,0,0,1
22,1,23,6,9,26,224,14,0,0,1,0,1,0,0
38,0,20,20,4,26,546,22,0,0,1,0,0,0,1
49,1,56,11,7,3,605,8,0,1,0,0,1,0,0
37,0,37,15,2,16,283,18,0,1,0,0,0,1,0
22,1,5,25,0,10,350,14,0,0,1,0,1,0,0
48,1,3,23,6,26,847,25,0,0,0,1,0,0,1
61,1,8,7,1,29,603,3,0,0,0,1,1,0,0
53,1,46,7,7,11,463,13,0,0,0,1,0,0,1
39,0,26,17,3,5,623,19,0,1,0,0,1,0,0
63,1,19,13,3,7,300,23,0,1,0,0,1,0,0
62,0,22,8,9,17,625,19,0,0,1,0,0,1,0
28,0,9,4,7,20,981,8,0,0,1,0,0,0,1
60,0,34,30,0,13,720,28,0,1,0,0,1,0,0
56,1,35,15,4,18,940,1,0,0,0,1,0,1,0
23,1,37,9,3,7,791,30,0,0,1,0,1,0,0
38,1,13,10,7,13,682,23,0,0,0,1,1,0,0
19,1,5,1,8,10,507,26,0,0,0,1,0,0,1
39,0,37,6,1,14,897,30,0,0,0,1,0,0,1
33,0,51,14,1,5,134,22,0,0,1,0,0,1,0
65,0,39,13,0,26,549,16,0,0,1,0,1,0,0
21,1,22,27,3,24,251,16,0,1,0,0,0,1,0
44,0,43,17,4,1,162,4,0,1,0,0,1,0,0
32,0,30,22,9,13,545,3,0,1,0,0,0,0,1
31,0,22,20,9,12,431,19,0,1,0,0,0,1,0
52,0,29,2,3,8,461,18,0,0,0,1,1,0,0
34,0,32,5,0,19,392,9,0,0,0,1,1,0,0
62,0,27,25,5,11,237,1,0,1,0,0,0,0,1
21,1,15,1,10,20,150,5,0,0,0,1,0,1,0
30,1,28,12,3,6,600,18,0,0,1,0,1,0,0
29,0,33,7,7,11,239,4,0,1,0,0,1,0,0
56,1,5,20,5,22,348,28,0,1,0,0,0,1,0
40,1,43,9,3,8,901,13,0,0,0,1,0,0,1
29,1,15,7,4,25,403,9,0,1,0,0,0,1,0
34,1,30,8,0,15,552,16,0,0,1,0,0,1,0
63,1,13,12,9,3,870,15,0,0,1,0,0,1,0
43,1,22,15,8,30,210,22,0,1,0,0,0,1,0
53,1,23,16,5,3,658,25,0,1,0,0,0,1,0
24,1,17,14,5,13,994,22,0,0,0,1,0,0,1
29,0,6,16,5,13,525,23,0,0,0,1,1,0,0
27,1,46,24,1,6,514,30,0,1,0,0,1,0,0
43,0,43,4,7,11,861,28,0,1,0,0,0,0,1
50,1,60,15,0,6,397,9,0,0,0,1,0,0,1
46,0,48,23,0,12,483,22,0,1,0,0,0,0,1
45,1,54,30,0,4,829,25,0,0,1,0,1,0,0
57,1,6,25,10,7,728,5,0,0,1,0,1,0,0
61,0,51,23,1,7,212,28,0,0,1,0,0,0,1
32,0,42,23,1,10,269,18,0,1,0,0,0,1,0
51,0,53,4,2,10,686,1,0,0,0,1,0,0,1
44,1,50,28,1,27,655,28,0,1,0,0,0,1,0
54,0,55,7,8,5,977,11,0,1,0,0,0,0,1
63,1,8,22,5,23,418,16,0,0,0,1,0,0,1
54,0,56,10,8,12,890,23,0,0,1,0,0,1,0
28,0,11,21,8,18,886,4,0,0,0,1,0,0,1
22,1,14,1,7,20,953,26,0,0,1,0,0,1,0
33,1,59,13,2,11,841,10,0,0,0,1,0,1,0
50,0,7,7,1,14,672,5,0,0,1,0,1,0,0
58,0,60,30,0,19,259,26,0,0,0,1,0,0,1
38,1,33,29,6,0,741,17,0,0,0,1,0,1,0
40,1,52,18,4,16,102,19,0,0,1,0,1,0,0
30,1,51,6,4,9,401,16,0,0,1,0,0,1,0
22,1,46,6,1,17,209,28,0,0,1,0,0,1,0
33,0,33,7,7,4,293,4,0,1,0,0,0,1,0
28,0,52,22,9,1,222,28,0,1,0,0,1,0,0
35,1,9,25,7,6,903,8,0,0,0,1,0,0,1
49,1,47,3,6,10,891,26,0,1,0,0,1,0,0
41,1,11,25,2,26,757,7,0,0,1,0,1,0,0
47,1,20,14,2,8,777,26,0,1,0,0,0,1,0
27,1,42,20,2,17,108,12,0,0,1,0,0,1,0
30,0,16,22,8,16,986,7,0,1,0,0,1,0,0
29,0,12,22,9,28,574,12,0,0,0,1,0,0,1
30,0,42,9,2,17,287,17,0,0,1,0,0,0,1
38,0,21,6,6,9,759,28,0,0,1,0,0,0,1
21,1,51,18,4,25,794,26,0,0,0,1,0,0,1
53,1,10,14,10,29,888,20,0,0,1,0,1,0,0
47,1,40,8,9,8,562,17,0,0,0,1,0,1,0
50,1,3,17,1,16,348,2,0,0,0,1,1,0,0
41,1,21,15,5,17,373,16,0,0,1,0,0,0,1
64,1,44,29,0,21,744,18,0,1,0,0,1,0,0
50,0,30,28,3,7,685,28,0,0,1,0,0,1,0
26,1,20,9,7,27,673,15,0,0,0,1,0,1,0
18,1,53,11,10,3,202,24,0,0,0,1,0,0,1
33,1,41,27,8,4,665,6,0,1,0,0,0,0,1
25,0,24,20,8,7,663,2,0,0,1,0,0,1,0
39,0,15,29,4,14,425,1,0,0,0,1,0,1,0
33,0,6,2,2,19,635,21,0,0,1,0,0,0,1
36,1,6,14,6,8,470,7,0,1,0,0,0,1,0
45,1,49,10,1,7,188,22,0,1,0,0,1,0,0
51,1,16,23,2,25,892,15,0,1,0,0,0,0,1
58,1,48,1,2,17,291,1,0,1,0,0,0,0,1
64,0,1,23,7,20,173,12,0,0,0,1,0,0,1
28,1,50,22,0,6,935,24,0,0,0,1,1,0,0
36,0,3,28,8,9,630,16,0,1,0,0,1,0,0
28,1,16,15,4,3,233,1,0,1,0,0,0,0,1
33,0,58,26,5,5,759,8,0,0,0,1,0,1,0
54,1,22,19,2,14,917,4,0,1,0,0,0,1,0
26,0,4,4,7,2,139,8,0,0,0,1,0,0,1
36,1,9,24,8,1,822,20,0,1,0,0,0,1,0
38,0,46,3,7,6,446,21,0,1,0,0,0,0,1
55,1,22,24,4,2,550,25,0,1,0,0,0,1,0
36,1,31,22,5,5,398,28,0,1,0,0,1,0,0
20,0,28,17,1,4,343,11,0,0,1,0,1,0,0
24,0,58,17,3,17,574,8,0,0,1,0,0,0,1
39,1,50,20,0,30,126,7,0,0,0,1,0,0,1
49,1,49,17,8,8,285,9,0,0,0,1,1,0,0
35,1,38,18,1,9,215,8,0,0,0,1,0,0,1
40,1,28,22,8,2,745,16,0,0,0,1,0,1,0
41,1,46,17,7,3,280,30,0,0,0,1,1,0,0
30,1,43,28,10,12,552,16,0,0,1,0,1,0,0
22,0,38,17,6,10,936,19,0,0,0,1,0,1,0
35,0,51,4,4,6,767,30,0,1,0,0,0,1,0
42,0,33,12,10,4,300,6,0,0,0,1,0,1,0
60,0,52,8,2,29,522,25,0,1,0,0,0,0,1
36,0,35,3,5,1,620,6,0,0,0,1,1,0,0
35,0,51,16,7,6,144,17,0,0,1,0,1,0,0
53,1,13,9,3,8,383,1,0,0,0,1,0,1,0
25,0,1,21,9,14,851,24,0,0,0,1,0,0,1
51,1,18,13,7,19,228,15,0,0,0,1,0,0,1
37,1,52,6,9,12,931,30,0,0,1,0,0,1,0
53,1,25,13,8,3,302,17,0,0,1,0,0,1,0
61,0,54,13,0,7,263,25,0,0,0,1,0,0,1
19,0,11,14,4,5,864,30,0,0,0,1,1,0,0
56,0,30,30,1,10,404,29,0,0,0,1,1,0,0
30,0,54,12,8,3,287,25,0,0,1,0,0,1,0
24,0,47,4,4,3,798,13,0,0,0,1,1,0,0
29,0,50,24,3,10,162,16,0,1,0,0,0,0,1
44,0,7,25,0,17,972,26,0,0,0,1,0,0,1
52,0,46,25,7,4,628,29,0,1,0,0,1,0,0
49,1,20,8,0,27,541,3,0,0,0,1,0,0,1
40,0,6,14,3,4,864,5,0,0,0,1,0,0,1
19,0,14,15,10,6,519,12,0,0,0,1,1,0,0
65,0,7,8,10,23,760,14,0,0,0,1,1,0,0
29,1,31,23,4,0,974,1,0,1,0,0,1,0,0
51,0,3,27,2,8,172,5,0,0,0,1,0,0,1
20,1,58,9,4,9,417,4,0,0,1,0,0,1,0
22,0,25,29,1,0,691,23,0,0,0,1,0,0,1
40,1,29,10,3,27,204,11,0,0,1,0,0,0,1
65,0,39,28,10,2,282,4,0,0,1,0,0,1,0
18,0,29,27,10,11,419,5,0,0,0,1,1,0,0
26,0,33,5,6,5,650,19,0,0,0,1,0,1,0
41,0,29,17,9,2,456,21,0,1,0,0,0,0,1
33,1,37,14,3,6,568,27,0,0,0,1,0,1,0
48,0,15,14,10,11,824,9,0,1,0,0,0,1,0
33,0,12,19,4,10,169,4,0,0,0,1,0,1,0
45,1,37,16,10,12,958,29,0,0,0,1,1,0,0
49,0,47,7,3,15,933,7,0,0,1,0,0,1,0
42,1,19,26,2,2,704,20,0,0,1,0,0,1,0
20,1,31,15,9,0,719,20,0,0,1,0,0,0,1
54,0,52,30,1,29,576,15,0,0,1,0,0,0,1
58,0,5,27,8,14,425,13,0,0,1,0,0,0,1
57,0,57,7,1,9,486,10,0,0,0,1,0,0,1
39,0,26,9,3,10,933,16,0,1,0,0,1,0,0
52,0,13,7,0,14,613,12,0,0,1,0,0,0,1
25,1,20,17,7,9,832,30,0,1,0,0,0,0,1
18,1,51,18,10,8,203,15,0,1,0,0,1,0,0
19,1,1,7,10,17,962,30,0,0,1,0,0,0,1
34,1,22,13,3,22,776,7,0,0,0,1,1,0,0
42,0,25,26,9,0,951,18,0,0,0,1,1,0,0
35,1,29,26,9,6,258,29,0,1,0,0,1,0,0
36,1,15,19,8,10,404,1,0,1,0,0,0,0,1
28,0,36,19,10,8,129,13,0,1,0,0,0,1,0
36,0,1,19,1,4,940,12,0,1,0,0,1,0,0
62,1,21,18,6,13,209,8,0,0,1,0,1,0,0
56,1,22,14,10,24,685,8,0,0,0,1,0,1,0
32,0,59,19,2,5,573,21,0,1,0,0,1,0,0
25,1,54,13,5,6,943,8,0,0,1,0,0,1,0
54,0,9,3,1,13,103,3,0,1,0,0,0,1,0
48,1,56,10,3,30,951,1,0,1,0,0,0,1,0
50,1,22,24,7,30,973,8,0,0,0,1,1,0,0
26,0,14,3,7,13,696,14,0,0,1,0,0,1,0
23,0,26,17,0,18,334,4,0,0,0,1,1,0,0
57,1,58,17,6,4,745,10,0,0,1,0,0,0,1
28,0,5,25,8,29,761,13,0,0,0,1,0,0,1
43,1,7,27,0,24,324,5,0,0,1,0,0,1,0
54,0,53,20,4,21,976,6,0,1,0,0,1,0,0
39,0,55,17,7,4,110,13,0,1,0,0,0,0,1
29,0,56,10,7,14,661,30,0,0,0,1,1,0,0
45,1,26,23,2,6,456,11,0,0,1,0,0,1,0
29,1,7,18,3,1,314,17,0,0,1,0,1,0,0
21,1,44,25,1,13,671,10,0,0,0,1,1,0,0
58,1,26,13,9,14,947,22,0,0,0,1,0,1,0
44,0,19,19,0,12,624,18,0,0,1,0,0,1,0
61,0,28,9,6,5,784,7,0,0,0,1,0,1,0
63,0,57,10,6,11,267,12,0,0,0,1,0,0,1
64,1,59,21,0,22,247,26,0,0,0,1,0,0,1
61,0,28,16,7,14,186,18,0,0,0,1,0,1,0
18,1,60,1,7,4,510,19,0,0,0,1,0,1,0
23,0,24,25,8,12,129,5,0,0,1,0,0,0,1
63,0,42,12,7,12,411,11,0,1,0,0,0,1,0
37,1,49,26,1,23,136,2,0,0,0,1,1,0,0
46,0,5,25,10,17,919,8,0,0,0,1,1,0,0
35,1,14,7,7,15,803,11,0,0,1,0,0,1,0
33,1,45,21,5,8,398,13,0,0,1,0,1,0,0
41,0,48,25,3,9,737,16,0,0,0,1,1,0,0
34,0,15,14,2,5,436,21,0,0,1,0,0,1,0
42,0,16,26,10,12,864,2,0,1,0,0,0,1,0
18,1,40,7,2,15,877,4,0,0,0,1,0,0,1
40,1,8,18,8,16,325,4,0,0,0,1,0,1,0
42,1,26,5,3,10,940,1,0,1,0,0,1,0,0
54,1,56,29,1,19,563,12,0,0,1,0,1,0,0
37,1,21,20,7,12,273,14,0,1,0,0,1,0,0
54,1,11,14,0,18,158,25,0,0,1,0,1,0,0
61,0,11,9,0,16,428,2,0,0,0,1,0,0,1
33,1,14,8,10,19,328,24,0,0,0,1,0,0,1
42,0,34,2,5,2,666,15,0,1,0,0,1,0,0
48,1,17,14,3,20,663,20,0,0,0,1,0,0,1
60,0,24,10,0,5,322,26,0,1,0,0,0,0,1
52,1,35,5,1,21,285,27,0,0,0,1,1,0,0
27,1,53,19,4,14,530,13,0,0,1,0,1,0,0
50,0,37,1,6,6,608,25,0,1,0,0,0,1,0
24,0,13,6,6,4,270,9,0,1,0,0,1,0,0
48,0,14,16,7,11,806,28,0,1,0,0,0,0,1
49,0,35,2,1,22,851,10,0,0,0,1,1,0,0
34,0,30,1,1,1,760,8,0,0,0,1,1,0,0
23,1,20,7,6,29,538,5,0,1,0,0,0,0,1
61,0,49,30,4,19,979,16,0,0,0,1,0,1,0
20,1,6,9,2,0,152,29,0,0,0,1,0,0,1
23,1,19,7,9,14,554,22,0,0,1,0,0,0,1
30,1,44,21,0,18,280,14,0,0,0,1,0,0,1
22,1,3,26,1,1,588,1,0,1,0,0,0,0,1
42,1,32,15,10,0,369,9,0,1,0,0,0,0,1
64,1,27,15,4,8,260,1,0,0,0,1,0,1,0
44,0,45,10,0,20,885,27,0,0,0,1,0,0,1
35,1,24,26,1,4,689,28,0,0,1,0,1,0,0
37,0,36,8,10,2,639,29,0,1,0,0,1,0,0
35,0,21,26,6,14,575,22,0,0,0,1,0,0,1
49,1,4,18,8,8,494,19,0,0,0,1,0,0,1
59,0,21,23,0,6,265,11,0,0,1,0,1,0,0
62,0,6,23,2,11,216,21,0,1,0,0,0,0,1
65,1,5,11,6,10,608,5,0,0,1,0,0,0,1
32,0,17,18,5,24,610,17,0,1,0,0,1,0,0
53,1,17,15,6,28,840,1,0,0,0,1,0,0,1
37,0,3,15,6,21,999,28,0,0,1,0,1,0,0
39,0,15,9,6,2,206,17,0,0,1,0,1,0,0
21,0,2,2,1,29,765,10,0,0,0,1,0,0,1
55,1,21,8,0,6,899,22,0,0,1,0,0,0,1
57,1,16,19,4,27,900,6,0,0,1,0,0,1,0
21,0,30,8,8,12,754,13,0,0,1,0,1,0,0
31,0,49,1,1,4,875,29,0,0,1,0,0,0,1
64,0,36,1,0,4,297,7,0,0,0,1,0,0,1
54,1,16,1,0,5,903,5,0,0,1,0,0,0,1
34,0,10,27,9,7,453,11,0,0,0,1,0,0,1
18,0,15,11,8,16,247,17,0,0,0,1,0,0,1
47,1,8,19,6,15,846,5,0,1,0,0,0,0,1
55,0,50,28,9,13,125,1,0,0,0,1,1,0,0
22,0,35,19,4,0,594,10,0,0,1,0,0,0,1
58,1,46,12,5,11,836,6,0,1,0,0,1,0,0
28,0,25,22,10,12,322,4,0,0,0,1,0,1,0
64,1,16,20,10,29,311,16,0,0,1,0,0,1,0
36,0,35,30,4,15,725,11,0,0,0,1,1,0,0
57,1,29,17,3,7,151,26,0,0,0,1,0,1,0
31,1,33,26,10,0,779,18,0,0,0,1,1,0,0
28,1,37,26,0,24,365,30,0,0,1,0,1,0,0
18,1,20,3,8,17,624,24,0,1,0,0,0,0,1
36,0,9,2,8,8,243,24,0,1,0,0,0,0,1
59,1,56,7,6,14,122,8,0,0,1,0,0,1,0
37,0,16,16,3,7,565,13,0,1,0,0,1,0,0
53,1,55,30,1,13,465,19,0,0,1,0,0,1,0
41,0,60,2,9,0,550,22,0,0,0,1,1,0,0
58,0,41,14,5,5,284,25,0,1,0,0,0,0,1
44,0,37,10,9,15,546,23,0,1,0,0,0,1,0
42,0,21,15,10,13,507,3,0,0,0,1,0,1,0
37,0,23,10,8,9,139,5,0,0,0,1,1,0,0
47,0,15,30,4,1,949,16,0,0,0,1,0,1,0
27,1,34,5,2,16,225,15,0,0,0,1,0,1,0
53,0,2,20,1,10,161,5,0,0,0,1,0,1,0
34,1,36,18,4,24,279,6,0,1,0,0,0,0,1
26,1,4,22,4,30,552,7,0,0,1,0,1,0,0
54,0,12,25,6,16,580,15,0,0,1,0,0,0,1
18,0,22,21,3,30,919,3,0,0,1,0,1,0,0
49,1,46,1,1,3,721,30,0,1,0,0,0,1,0
60,0,11,24,6,15,444,21,0,0,0,1,0,1,0
26,1,59,18,5,8,736,25,0,0,0,1,1,0,0
46,1,16,28,10,2,597,26,0,1,0,0,1,0,0
63,1,2,12,6,15,382,23,0,1,0,0,1,0,0
50,1,6,27,3,25,386,15,0,1,0,0,0,1,0
23,1,30,26,10,6,583,8,0,0,0,1,0,1,0
49,1,29,24,3,9,141,3,0,0,1,0,0,1,0
58,1,23,6,7,14,115,30,0,0,0,1,1,0,0
32,0,42,3,4,18,525,2,0,0,0,1,0,1,0
55,0,43,12,5,4,615,18,0,1,0,0,1,0,0
57,1,12,23,10,22,849,8,0,1,0,0,1,0,0
50,1,2,30,2,12,908,18,0,0,0,1,0,0,1
23,1,46,4,3,15,363,13,0,0,0,1,0,1,0
31,1,31,25,0,16,216,26,0,1,0,0,0,0,1
43,0,44,25,1,26,919,24,0,1,0,0,1,0,0
49,1,14,24,7,12,899,2,0,0,1,0,0,1,0
46,0,28,5,7,1,915,12,0,0,0,1,1,0,0
59,1,54,10,0,25,461,30,0,1,0,0,0,0,1
30,1,2,20,3,17,922,25,0,1,0,0,0,0,1
41,0,15,26,7,17,687,2,0,0,1,0,0,1,0
30,0,18,18,10,21,709,29,0,0,0,1,1,0,0
22,0,11,28,0,16,888,2,0,0,1,0,1,0,0
29,1,24,27,2,26,112,30,0,0,0,1,0,1,0
51,0,32,20,2,24,505,21,0,0,0,1,0,0,1
19,1,47,29,7,4,775,11,0,0,1,0,1,0,0
59,1,11,25,1,6,160,9,0,1,0,0,1,0,0
35,0,30,22,0,18,356,8,0,0,0,1,1,0,0
26,1,4,19,6,24,600,6,0,0,1,0,0,0,1
37,0,55,28,5,7,788,27,0,0,1,0,1,0,0
49,1,39,29,7,8,232,1,0,1,0,0,0,1,0
51,0,36,19,0,13,378,24,0,1,0,0,1,0,0
45,0,44,2,1,12,301,26,0,0,1,0,0,1,0
39,1,19,29,0,1,827,26,0,0,0,1,0,0,1
30,0,20,29,3,10,431,7,0,0,1,0,1,0,0
41,1,34,6,7,10,248,3,0,0,1,0,0,0,1
48,1,5,29,6,1,976,22,0,0,1,0,0,1,0
43,1,12,21,8,3,133,18,0,0,1,0,1,0,0
59,1,9,22,6,27,898,17,0,0,1,0,0,1,0
53,0,24,27,9,11,652,7,0,0,1,0,1,0,0
47,1,36,17,4,17,843,6,0,1,0,0,0,1,0
42,0,58,29,7,8,338,24,0,0,0,1,1,0,0
61,1,3,12,3,9,853,6,0,1,0,0,1,0,0
35,1,19,4,10,1,512,25,0,1,0,0,0,1,0
60,1,11,21,8,2,784,20,0,1,0,0,1,0,0
59,1,12,8,9,27,336,16,0,0,0,1,0,1,0
44,1,44,29,4,19,999,4,0,0,0,1,1,0,0
31,0,59,1,8,4,431,26,0,0,1,0,0,1,0
31,1,14,4,0,13,279,4,0,0,1,0,0,1,0
30,1,12,29,3,15,773,14,0,0,1,0,0,1,0
51,1,13,22,8,4,141,20,0,1,0,0,0,0,1
48,1,16,13,1,17,906,11,0,1,0,0,1,0,0
27,0,46,25,2,12,466,6,0,0,0,1,0,1,0
27,0,12,21,4,19,407,18,0,0,1,0,0,0,1
44,1,20,24,10,10,377,26,0,1,0,0,0,0,1
52,1,59,7,8,5,539,20,0,0,0,1,1,0,0
55,1,50,21,6,3,906,6,0,0,1,0,1,0,0
65,0,26,24,3,17,781,14,0,1,0,0,1,0,0
60,1,56,23,3,20,929,6,0,0,0,1,0,1,0
45,0,24,11,10,13,552,8,0,0,0,1,1,0,0
53,1,41,24,1,22,486,5,0,0,1,0,0,1,0
56,1,10,27,3,22,710,16,0,1,0,0,0,0,1
46,0,24,9,4,13,757,26,0,1,0,0,0,0,1
33,0,4,14,5,9,903,21,0,0,0,1,0,1,0
63,0,26,4,0,14,142,30,0,0,0,1,0,0,1
44,1,49,23,7,0,295,25,0,1,0,0,0,1,0
23,1,1,16,8,18,677,7,0,0,1,0,0,1,0
36,1,23,19,10,18,638,16,0,0,0,1,1,0,0
55,1,1,13,4,7,838,4,0,0,0,1,0,1,0
37,0,31,20,7,7,319,16,0,1,0,0,0,1,0
45,0,53,1,3,27,934,2,0,0,1,0,1,0,0
57,0,30,27,3,6,191,8,0,0,1,0,0,1,0
27,1,17,10,9,10,933,9,0,0,1,0,0,1,0
43,0,16,6,9,2,135,22,0,1,0,0,0,1,0
36,1,44,30,10,1,415,2,0,0,0,1,0,0,1
29,0,43,24,5,1,152,1,0,1,0,0,0,1,0
31,0,16,19,2,2,212,23,0,0,0,1,1,0,0
62,1,52,14,4,18,358,3,0,0,0,1,1,0,0
46,0,5,14,1,17,704,26,0,0,0,1,0,1,0
33,1,44,2,5,6,636,11,0,0,0,1,1,0,0
30,0,57,12,5,11,488,21,0,1,0,0,1,0,0
65,1,32,10,9,3,879,24,0,0,0,1,1,0,0
59,1,46,25,2,13,799,23,0,0,0,1,0,0,1
42,1,38,2,2,17,860,17,0,0,0,1,1,0,0
49,1,55,16,7,12,942,28,0,0,1,0,0,0,1
59,1,22,27,7,14,238,3,0,0,1,0,0,1,0
63,0,21,12,8,23,790,8,0,0,0,1,0,0,1
27,1,12,4,2,9,849,18,0,1,0,0,0,0,1
19,0,17,27,4,24,912,3,0,0,0,1,1,0,0
31,1,45,29,8,2,931,9,0,0,0,1,1,0,0
58,1,25,13,10,9,618,8,0,1,0,0,1,0,0
63,1,51,30,4,18,894,1,0,0,1,0,1,0,0
53,1,17,30,8,13,355,12,0,1,0,0,0,1,0
18,0,3,28,1,27,963,21,0,0,0,1,0,0,1
44,1,50,11,1,10,274,21,0,0,0,1,0,0,1
32,0,3,26,2,30,868,9,0,0,1,0,0,0,1
49,0,55,14,6,8,546,24,0,0,0,1,1,0,0
40,1,22,11,5,11,883,8,0,1,0,0,0,0,1
43,1,19,11,3,13,801,12,0,1,0,0,0,1,0
23,1,3,13,9,20,313,20,0,1,0,0,1,0,0
39,1,41,15,3,15,666,3,0,0,1,0,0,1,0
29,1,19,26,10,22,317,29,0,0,1,0,1,0,0
20,0,4,23,5,17,425,16,0,0,1,0,1,0,0
24,1,3,3,2,26,984,23,0,0,0,1,0,0,1
26,0,2,14,5,12,347,20,0,0,0,1,1,0,0
26,1,41,2,1,6,737,27,0,0,0,1,1,0,0
52,0,32,21,1,5,213,6,0,0,1,0,1,0,0
44,1,12,29,8,0,869,29,0,0,1,0,0,0,1
19,1,6,9,4,2,814,7,0,1,0,0,0,1,0
19,0,34,5,3,27,544,2,0,0,0,1,0,0,1
42,1,3,26,8,26,433,22,0,1,0,0,1,0,0
26,0,15,27,1,3,686,17,0,0,1,0,0,1,0
28,0,32,19,0,3,678,13,0,0,1,0,1,0,0
39,0,8,25,6,19,311,12,0,0,0,1,0,1,0
40,0,33,12,7,9,786,18,0,0,1,0,0,0,1
64,0,13,27,0,4,947,3,0,0,0,1,0,0,1
22,1,39,10,2,22,286,27,0,0,0,1,0,0,1
52,1,26,5,3,20,519,8,0,0,1,0,0,1,0
23,1,15,30,5,27,498,17,0,0,1,0,0,1,0
29,0,8,21,9,19,830,4,0,0,0,1,1,0,0
46,0,16,13,1,0,897,19,0,0,1,0,0,1,0
40,0,20,17,6,9,630,21,0,0,0,1,0,1,0
33,1,5,15,6,23,758,9,0,0,0,1,1,0,0
26,1,7,25,4,19,587,12,0,1,0,0,0,1,0
55,0,4,7,0,2,725,25,0,0,0,1,0,0,1
32,1,51,23,9,13,305,5,0,0,1,0,0,1,0
